trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
RED1,10:32:00,10:32:00,G-3612,162,,
RED1,10:33:00,10:33:00,G-3655,163,,
RED1,10:34:00,10:34:00,G-3640,164,,
RED1,10:35:00,10:35:00,G-1616,165,,
RED1,10:36:00,10:36:00,G-1626,166,,
RED1,10:37:00,10:37:00,G-1840,167,,
RED1,10:38:00,10:38:00,G-2134,168,,
RED1,10:39:00,10:39:00,G-1881,169,,
RED1,10:40:00,10:40:00,G-1769,170,,
RED1,10:41:00,10:41:00,G-1553,171,,
RED1,10:42:00,10:42:00,GES,172,,
RED1,10:43:00,10:43:00,G-1531,173,,
RED1,10:44:00,10:44:00,G-1507,174,,
RED1,10:45:00,10:45:00,G-3522,175,,
RED1,10:46:00,10:46:00,G-3621,176,,
RED1,10:48:00,10:48:00,CLINIC,177,,
RED1,10:50:00,10:50:00,BUILDING_16,178,,
RED1,10:53:00,10:53:00,BUILDING_14_1,179,,
RED1,10:55:00,10:55:00,BUILDING_18_1,180,,
YED1,10:50:00,10:50:00,TAMIMI,81,,
YED1,10:53:00,10:53:00,BUILDING_16,82,,
YED1,10:57:00,10:57:00,CHEMICAL_WAR,83,,
YED1,10:59:00,10:59:00,CSOB,84,,
YED1,11:01:00,11:01:00,TRANSPORT_BU,85,,
YED1,11:02:00,11:02:00,CENTRAL_PROD,86,,
YED1,11:04:00,11:04:00,SECURITY_BUI,87,,
YED1,11:07:00,11:07:00,BUILDING_14,88,,
YED1,11:09:00,11:09:00,BUILDING_18,89,,
YED1,11:11:00,11:11:00,CLINIC,90,,
CAE1,10:30:00,10:30:00,TAMIMI,81,,
CAE1,10:32:00,10:32:00,CLINIC_1,82,,
CAE1,10:35:00,10:35:00,BUILDING_16,83,,
CAE1,10:38:00,10:38:00,BUILDING_14,84,,
CAE1,10:40:00,10:40:00,BUILDING_18,85,,
BLD2,10:35:00,10:35:00,TAMIMI,177,,
BLD2,10:36:00,10:36:00,HARBOR_EAST,178,,
BLD2,10:37:00,10:37:00,G-3961,179,,
BLD2,10:38:00,10:38:00,HRC,180,,
BLD2,10:39:00,10:39:00,H-4207A,181,,
BLD2,10:41:00,10:41:00,I-5231,182,,
BLD2,10:42:00,10:42:00,I-5244,183,,
BLD2,10:43:00,10:43:00,I-5318,184,,
BLD2,10:44:00,10:44:00,I-5551,185,,
BLD2,10:45:00,10:45:00,I-5567,186,,
BLD2,10:46:00,10:46:00,OASIS,187,,
BLD2,10:47:00,10:47:00,I-5748,188,,
BLD2,10:48:00,10:48:00,I-5764,189,,
BLD2,10:49:00,10:49:00,AL_MARSA,190,,
BLD2,10:50:00,10:50:00,H-4104,191,,
BLD2,10:51:00,10:51:00,H-4113A,192,,
BLD2,10:52:00,10:52:00,H-4119,193,,
BLD2,10:53:00,10:53:00,GRAND_MOSQUE,194,,
BLD2,10:55:00,10:55:00,BUILDING_18_1,195,,
BLD2,10:57:00,10:57:00,BUILDING_14_1,196,,
BLD2,11:00:00,11:00:00,BUILDING_16,197,,
BLD2,11:02:00,11:02:00,CLINIC,198,,
ORD2,10:40:00,10:40:00,TAMIMI,161,,
ORD2,10:42:00,10:42:00,HES,162,,
ORD2,10:43:00,10:43:00,I-5202,163,,
ORD2,10:44:00,10:44:00,I-5511,164,,
ORD2,10:45:00,10:45:00,I-5605,165,,
ORD2,10:47:00,10:47:00,I-522M,166,,
ORD2,10:48:00,10:48:00,I-535M,167,,
ORD2,10:49:00,10:49:00,I-548M,168,,
ORD2,10:50:00,10:50:00,IRC,169,,
ORD2,10:51:00,10:51:00,I-5716,170,,
ORD2,10:52:00,10:52:00,I-5732,171,,
ORD2,10:53:00,10:53:00,I-5630,172,,
ORD2,10:54:00,10:54:00,I-5614,173,,
ORD2,10:55:00,10:55:00,I-5529,174,,
ORD2,10:56:00,10:56:00,H-4206A,175,,
ORD2,10:57:00,10:57:00,KAUST_INN,176,,
ORD2,10:58:00,10:58:00,BUILDING_18_1,177,,
ORD2,11:00:00,11:00:00,BUILDING_14_1,178,,
ORD2,11:03:00,11:03:00,BUILDING_16,179,,
ORD2,11:05:00,11:05:00,CLINIC,180,,
GRD2,10:35:00,10:35:00,TAMIMI,169,,
GRD2,10:36:00,10:36:00,G-3727,170,,
GRD2,10:37:00,10:37:00,G-3749,171,,
GRD2,10:38:00,10:38:00,G-3770,172,,
GRD2,10:39:00,10:39:00,G-1811,173,,
GRD2,10:40:00,10:40:00,G-2307,174,,
GRD2,10:41:00,10:41:00,G-2323,175,,
GRD2,10:42:00,10:42:00,G-2341,176,,
GRD2,10:43:00,10:43:00,G-2357,177,,
GRD2,10:44:00,10:44:00,G-2237,178,,
GRD2,10:45:00,10:45:00,G-2141,179,,
GRD2,10:46:00,10:46:00,G-1749,180,,
GRD2,10:47:00,10:47:00,GSS,181,,
GRD2,10:48:00,10:48:00,G-1433,182,,
GRD2,10:49:00,10:49:00,G-1705,183,,
GRD2,10:50:00,10:50:00,G-3805,184,,
GRD2,10:51:00,10:51:00,G-3754,185,,
GRD2,10:53:00,10:53:00,CLINIC,186,,
GRD2,10:55:00,10:55:00,BUILDING_16,187,,
GRD2,10:58:00,10:58:00,BUILDING_14,188,,
GRD2,11:00:00,11:00:00,BUILDING_18,189,,
GYD2,10:40:00,10:40:00,TAMIMI,169,,
GYD2,10:41:00,10:41:00,G-3417,170,,
GYD2,10:42:00,10:42:00,G-3443,171,,
GYD2,10:44:00,10:44:00,G-1317,172,,
GYD2,10:45:00,10:45:00,G-1364,173,,
GYD2,10:46:00,10:46:00,G-1250,174,,
GYD2,10:47:00,10:47:00,G-1164,175,,
GYD2,10:48:00,10:48:00,G-1174,176,,
GYD2,10:49:00,10:49:00,G-2277,177,,
GYD2,10:50:00,10:50:00,G-2261,178,,
GYD2,10:51:00,10:51:00,G-2014,179,,
GYD2,10:52:00,10:52:00,G-1785,180,,
GYD2,10:53:00,10:53:00,G-1660,181,,
GYD2,10:54:00,10:54:00,G-1445,182,,
GYD2,10:55:00,10:55:00,G-1427,183,,
GYD2,10:56:00,10:56:00,G-3446,184,,
GYD2,10:57:00,10:57:00,G-3831,185,,
GYD2,10:59:00,10:59:00,CLINIC,186,,
GYD2,11:01:00,11:01:00,BUILDING_16,187,,
GYD2,11:04:00,11:04:00,BUILDING_14,188,,
GYD2,11:06:00,11:06:00,BUILDING_18,189,,
PUD2,10:45:00,10:45:00,TAMIMI,177,,
PUD2,10:47:00,10:47:00,G-3151,178,,
PUD2,10:48:00,10:48:00,G-3170,179,,
PUD2,10:49:00,10:49:00,G-3194,180,,
PUD2,10:50:00,10:50:00,G-3217,181,,
PUD2,10:51:00,10:51:00,G-1026,182,,
PUD2,10:52:00,10:52:00,G-1141,183,,
PUD2,10:53:00,10:53:00,G-1235,184,,
PUD2,10:54:00,10:54:00,GARDENS_SCHO,185,,
PUD2,10:55:00,10:55:00,G-3382,186,,
PUD2,10:56:00,10:56:00,G-3452,187,,
PUD2,10:57:00,10:57:00,G-3175,188,,
PUD2,10:58:00,10:58:00,G-3176,189,,
PUD2,10:59:00,10:59:00,G-3045,190,,
PUD2,11:00:00,11:00:00,G-3106,191,,
PUD2,11:01:00,11:01:00,BUILDING_18_1,192,,
PUD2,11:02:00,11:02:00,BUILDING_14_1,193,,
PUD2,11:04:00,11:04:00,BUILDING_16,194,,
PUD2,11:06:00,11:06:00,CLINIC,195,,
PUD2,11:08:00,11:08:00,,196,,
PUD2,11:11:00,11:11:00,,197,,
PUD2,11:13:00,11:13:00,,198,,
RED2,10:45:00,10:45:00,TAMIMI,161,,
RED2,10:47:00,10:47:00,G-3612,162,,
RED2,10:48:00,10:48:00,G-3655,163,,
RED2,10:49:00,10:49:00,G-3640,164,,
RED2,10:50:00,10:50:00,G-1616,165,,
RED2,10:51:00,10:51:00,G-1626,166,,
RED2,10:52:00,10:52:00,G-1840,167,,
RED2,10:53:00,10:53:00,G-2134,168,,
RED2,10:54:00,10:54:00,G-1881,169,,
RED2,10:55:00,10:55:00,G-1769,170,,
RED2,10:56:00,10:56:00,G-1553,171,,
RED2,10:57:00,10:57:00,GES,172,,
RED2,10:58:00,10:58:00,G-1531,173,,
RED2,10:59:00,10:59:00,G-1507,174,,
RED2,11:00:00,11:00:00,G-3522,175,,
RED2,11:01:00,11:01:00,G-3621,176,,
RED2,11:03:00,11:03:00,CLINIC,177,,
RED2,11:05:00,11:05:00,BUILDING_16,178,,
RED2,11:08:00,11:08:00,BUILDING_14_1,179,,
RED2,11:10:00,11:10:00,BUILDING_18_1,180,,
CAE1,10:45:00,10:45:00,TAMIMI,86,,
CAE1,10:47:00,10:47:00,CLINIC_1,87,,
CAE1,10:50:00,10:50:00,BUILDING_16,88,,
CAE1,10:53:00,10:53:00,BUILDING_14,89,,
CAE1,10:55:00,10:55:00,BUILDING_18,90,,
BLD1,10:50:00,10:50:00,TAMIMI,199,,
BLD1,10:51:00,10:51:00,HARBOR_EAST,200,,
BLD1,10:52:00,10:52:00,G-3961,201,,
BLD1,10:53:00,10:53:00,HRC,202,,
BLD1,10:54:00,10:54:00,H-4207A,203,,
BLD1,10:56:00,10:56:00,I-5231,204,,
BLD1,10:57:00,10:57:00,I-5244,205,,
BLD1,10:58:00,10:58:00,I-5318,206,,
BLD1,10:59:00,10:59:00,I-5551,207,,
BLD1,11:00:00,11:00:00,I-5567,208,,
BLD1,11:01:00,11:01:00,OASIS,209,,
BLD1,11:02:00,11:02:00,I-5748,210,,
BLD1,11:03:00,11:03:00,I-5764,211,,
BLD1,11:04:00,11:04:00,AL_MARSA,212,,
BLD1,11:05:00,11:05:00,H-4104,213,,
BLD1,11:06:00,11:06:00,H-4113A,214,,
BLD1,11:07:00,11:07:00,H-4119,215,,
BLD1,11:08:00,11:08:00,GRAND_MOSQUE,216,,
BLD1,11:10:00,11:10:00,BUILDING_18_1,217,,
BLD1,11:12:00,11:12:00,BUILDING_14_1,218,,
BLD1,11:15:00,11:15:00,BUILDING_16,219,,
BLD1,11:17:00,11:17:00,CLINIC,220,,
ORD1,10:55:00,10:55:00,TAMIMI,181,,
ORD1,10:57:00,10:57:00,HES,182,,
ORD1,10:58:00,10:58:00,I-5202,183,,
ORD1,10:59:00,10:59:00,I-5511,184,,
ORD1,11:00:00,11:00:00,I-5605,185,,
ORD1,11:02:00,11:02:00,I-522M,186,,
ORD1,11:03:00,11:03:00,I-535M,187,,
ORD1,11:04:00,11:04:00,I-548M,188,,
ORD1,11:05:00,11:05:00,IRC,189,,
ORD1,11:06:00,11:06:00,I-5716,190,,
ORD1,11:07:00,11:07:00,I-5732,191,,
ORD1,11:08:00,11:08:00,I-5630,192,,
ORD1,11:09:00,11:09:00,I-5614,193,,
ORD1,11:10:00,11:10:00,I-5529,194,,
ORD1,11:11:00,11:11:00,H-4206A,195,,
ORD1,11:12:00,11:12:00,KAUST_INN,196,,
ORD1,11:13:00,11:13:00,BUILDING_18_1,197,,
ORD1,11:15:00,11:15:00,BUILDING_14_1,198,,
ORD1,11:18:00,11:18:00,BUILDING_16,199,,
ORD1,11:20:00,11:20:00,CLINIC,200,,
GRD1,10:50:00,10:50:00,TAMIMI,190,,
GRD1,10:51:00,10:51:00,G-3727,191,,
GRD1,10:52:00,10:52:00,G-3749,192,,
GRD1,10:53:00,10:53:00,G-3770,193,,
GRD1,10:54:00,10:54:00,G-1811,194,,
GRD1,10:55:00,10:55:00,G-2307,195,,
GRD1,10:56:00,10:56:00,G-2323,196,,
GRD1,10:57:00,10:57:00,G-2341,197,,
GRD1,10:58:00,10:58:00,G-2357,198,,
GRD1,10:59:00,10:59:00,G-2237,199,,
GRD1,11:00:00,11:00:00,G-2141,200,,
GRD1,11:01:00,11:01:00,G-1749,201,,
GRD1,11:02:00,11:02:00,GSS,202,,
GRD1,11:03:00,11:03:00,G-1433,203,,
GRD1,11:04:00,11:04:00,G-1705,204,,
GRD1,11:05:00,11:05:00,G-3805,205,,
GRD1,11:06:00,11:06:00,G-3754,206,,
GRD1,11:08:00,11:08:00,CLINIC,207,,
GRD1,11:10:00,11:10:00,BUILDING_16,208,,
GRD1,11:13:00,11:13:00,BUILDING_14,209,,
GRD1,11:15:00,11:15:00,BUILDING_18,210,,
GYD1,10:55:00,10:55:00,TAMIMI,190,,
GYD1,10:56:00,10:56:00,G-3417,191,,
GYD1,10:57:00,10:57:00,G-3443,192,,
GYD1,10:59:00,10:59:00,G-1317,193,,
GYD1,11:00:00,11:00:00,G-1364,194,,
GYD1,11:01:00,11:01:00,G-1250,195,,
GYD1,11:02:00,11:02:00,G-1164,196,,
GYD1,11:03:00,11:03:00,G-1174,197,,
GYD1,11:04:00,11:04:00,G-2277,198,,
GYD1,11:05:00,11:05:00,G-2261,199,,
GYD1,11:06:00,11:06:00,G-2014,200,,
GYD1,11:07:00,11:07:00,G-1785,201,,
GYD1,11:08:00,11:08:00,G-1660,202,,
GYD1,11:09:00,11:09:00,G-1445,203,,
GYD1,11:10:00,11:10:00,G-1427,204,,
GYD1,11:11:00,11:11:00,G-3446,205,,
GYD1,11:12:00,11:12:00,G-3831,206,,
GYD1,11:14:00,11:14:00,CLINIC,207,,
GYD1,11:16:00,11:16:00,BUILDING_16,208,,
GYD1,11:19:00,11:19:00,BUILDING_14,209,,
GYD1,11:21:00,11:21:00,BUILDING_18,210,,
PUD1,11:00:00,11:00:00,TAMIMI,199,,
PUD1,11:02:00,11:02:00,G-3151,200,,
PUD1,11:03:00,11:03:00,G-3170,201,,
PUD1,11:04:00,11:04:00,G-3194,202,,
PUD1,11:05:00,11:05:00,G-3217,203,,
PUD1,11:06:00,11:06:00,G-1026,204,,
PUD1,11:07:00,11:07:00,G-1141,205,,
PUD1,11:08:00,11:08:00,G-1235,206,,
PUD1,11:09:00,11:09:00,GARDENS_SCHO,207,,
PUD1,11:10:00,11:10:00,G-3382,208,,
PUD1,11:11:00,11:11:00,G-3452,209,,
PUD1,11:12:00,11:12:00,G-3175,210,,
PUD1,11:13:00,11:13:00,G-3176,211,,
PUD1,11:14:00,11:14:00,G-3045,212,,
PUD1,11:15:00,11:15:00,G-3106,213,,
PUD1,11:16:00,11:16:00,BUILDING_18_1,214,,
PUD1,11:17:00,11:17:00,BUILDING_14_1,215,,
PUD1,11:19:00,11:19:00,BUILDING_16,216,,
PUD1,11:21:00,11:21:00,CLINIC,217,,
PUD1,11:23:00,11:23:00,,218,,
PUD1,11:26:00,11:26:00,,219,,
PUD1,11:28:00,11:28:00,,220,,
RED1,11:00:00,11:00:00,TAMIMI,181,,
RED1,11:02:00,11:02:00,G-3612,182,,
RED1,11:03:00,11:03:00,G-3655,183,,
RED1,11:04:00,11:04:00,G-3640,184,,
RED1,11:05:00,11:05:00,G-1616,185,,
RED1,11:06:00,11:06:00,G-1626,186,,
RED1,11:07:00,11:07:00,G-1840,187,,
RED1,11:08:00,11:08:00,G-2134,188,,
RED1,11:09:00,11:09:00,G-1881,189,,
RED1,11:10:00,11:10:00,G-1769,190,,
RED1,11:11:00,11:11:00,G-1553,191,,
RED1,11:12:00,11:12:00,GES,192,,
RED1,11:13:00,11:13:00,G-1531,193,,
RED1,11:14:00,11:14:00,G-1507,194,,
RED1,11:15:00,11:15:00,G-3522,195,,
RED1,11:16:00,11:16:00,G-3621,196,,
RED1,11:18:00,11:18:00,CLINIC,197,,
RED1,11:20:00,11:20:00,BUILDING_16,198,,
RED1,11:23:00,11:23:00,BUILDING_14_1,199,,
RED1,11:25:00,11:25:00,BUILDING_18_1,200,,
YED1,11:20:00,11:20:00,TAMIMI,91,,
YED1,11:23:00,11:23:00,BUILDING_16,92,,
YED1,11:27:00,11:27:00,CHEMICAL_WAR,93,,
YED1,11:29:00,11:29:00,CSOB,94,,
YED1,11:31:00,11:31:00,TRANSPORT_BU,95,,
YED1,11:32:00,11:32:00,CENTRAL_PROD,96,,
YED1,11:34:00,11:34:00,SECURITY_BUI,97,,
YED1,11:37:00,11:37:00,BUILDING_14,98,,
YED1,11:39:00,11:39:00,BUILDING_18,99,,
YED1,11:41:00,11:41:00,CLINIC,100,,
CAE1,11:00:00,11:00:00,TAMIMI,91,,
CAE1,11:02:00,11:02:00,CLINIC_1,92,,
CAE1,11:05:00,11:05:00,BUILDING_16,93,,
CAE1,11:08:00,11:08:00,BUILDING_14,94,,
CAE1,11:10:00,11:10:00,BUILDING_18,95,,
BLD2,11:05:00,11:05:00,TAMIMI,199,,
BLD2,11:06:00,11:06:00,HARBOR_EAST,200,,
BLD2,11:07:00,11:07:00,G-3961,201,,
BLD2,11:08:00,11:08:00,HRC,202,,
BLD2,11:09:00,11:09:00,H-4207A,203,,
BLD2,11:11:00,11:11:00,I-5231,204,,
BLD2,11:12:00,11:12:00,I-5244,205,,
BLD2,11:13:00,11:13:00,I-5318,206,,
BLD2,11:14:00,11:14:00,I-5551,207,,
BLD2,11:15:00,11:15:00,I-5567,208,,
BLD2,11:16:00,11:16:00,OASIS,209,,
BLD2,11:17:00,11:17:00,I-5748,210,,
BLD2,11:18:00,11:18:00,I-5764,211,,
BLD2,11:19:00,11:19:00,AL_MARSA,212,,
BLD2,11:20:00,11:20:00,H-4104,213,,
BLD2,11:21:00,11:21:00,H-4113A,214,,
BLD2,11:22:00,11:22:00,H-4119,215,,
BLD2,11:23:00,11:23:00,GRAND_MOSQUE,216,,
BLD2,11:25:00,11:25:00,BUILDING_18_1,217,,
BLD2,11:27:00,11:27:00,BUILDING_14_1,218,,
BLD2,11:30:00,11:30:00,BUILDING_16,219,,
BLD2,11:32:00,11:32:00,CLINIC,220,,
ORD2,11:10:00,11:10:00,TAMIMI,181,,
ORD2,11:12:00,11:12:00,HES,182,,
ORD2,11:13:00,11:13:00,I-5202,183,,
ORD2,11:14:00,11:14:00,I-5511,184,,
ORD2,11:15:00,11:15:00,I-5605,185,,
ORD2,11:17:00,11:17:00,I-522M,186,,
ORD2,11:18:00,11:18:00,I-535M,187,,
ORD2,11:19:00,11:19:00,I-548M,188,,
ORD2,11:20:00,11:20:00,IRC,189,,
ORD2,11:21:00,11:21:00,I-5716,190,,
ORD2,11:22:00,11:22:00,I-5732,191,,
ORD2,11:23:00,11:23:00,I-5630,192,,
ORD2,11:24:00,11:24:00,I-5614,193,,
ORD2,11:25:00,11:25:00,I-5529,194,,
ORD2,11:26:00,11:26:00,H-4206A,195,,
ORD2,11:27:00,11:27:00,KAUST_INN,196,,
ORD2,11:28:00,11:28:00,BUILDING_18_1,197,,
ORD2,11:30:00,11:30:00,BUILDING_14_1,198,,
ORD2,11:33:00,11:33:00,BUILDING_16,199,,
ORD2,11:35:00,11:35:00,CLINIC,200,,
GRD2,11:05:00,11:05:00,TAMIMI,190,,
GRD2,11:06:00,11:06:00,G-3727,191,,
GRD2,11:07:00,11:07:00,G-3749,192,,
GRD2,11:08:00,11:08:00,G-3770,193,,
GRD2,11:09:00,11:09:00,G-1811,194,,
GRD2,11:10:00,11:10:00,G-2307,195,,
GRD2,11:11:00,11:11:00,G-2323,196,,
GRD2,11:12:00,11:12:00,G-2341,197,,
GRD2,11:13:00,11:13:00,G-2357,198,,
GRD2,11:14:00,11:14:00,G-2237,199,,
GRD2,11:15:00,11:15:00,G-2141,200,,
GRD2,11:16:00,11:16:00,G-1749,201,,
GRD2,11:17:00,11:17:00,GSS,202,,
GRD2,11:18:00,11:18:00,G-1433,203,,
GRD2,11:19:00,11:19:00,G-1705,204,,
GRD2,11:20:00,11:20:00,G-3805,205,,
GRD2,11:21:00,11:21:00,G-3754,206,,
GRD2,11:23:00,11:23:00,CLINIC,207,,
GRD2,11:25:00,11:25:00,BUILDING_16,208,,
GRD2,11:28:00,11:28:00,BUILDING_14,209,,
GRD2,11:30:00,11:30:00,BUILDING_18,210,,
GYD2,11:10:00,11:10:00,TAMIMI,190,,
GYD2,11:11:00,11:11:00,G-3417,191,,
GYD2,11:12:00,11:12:00,G-3443,192,,
GYD2,11:14:00,11:14:00,G-1317,193,,
GYD2,11:15:00,11:15:00,G-1364,194,,
GYD2,11:16:00,11:16:00,G-1250,195,,
GYD2,11:17:00,11:17:00,G-1164,196,,
GYD2,11:18:00,11:18:00,G-1174,197,,
GYD2,11:19:00,11:19:00,G-2277,198,,
GYD2,11:20:00,11:20:00,G-2261,199,,
GYD2,11:21:00,11:21:00,G-2014,200,,
GYD2,11:22:00,11:22:00,G-1785,201,,
GYD2,11:23:00,11:23:00,G-1660,202,,
GYD2,11:24:00,11:24:00,G-1445,203,,
GYD2,11:25:00,11:25:00,G-1427,204,,
GYD2,11:26:00,11:26:00,G-3446,205,,
GYD2,11:27:00,11:27:00,G-3831,206,,
GYD2,11:29:00,11:29:00,CLINIC,207,,
GYD2,11:31:00,11:31:00,BUILDING_16,208,,
GYD2,11:34:00,11:34:00,BUILDING_14,209,,
GYD2,11:36:00,11:36:00,BUILDING_18,210,,
PUD2,11:15:00,11:15:00,TAMIMI,199,,
PUD2,11:17:00,11:17:00,G-3151,200,,
PUD2,11:18:00,11:18:00,G-3170,201,,
PUD2,11:19:00,11:19:00,G-3194,202,,
PUD2,11:20:00,11:20:00,G-3217,203,,
PUD2,11:21:00,11:21:00,G-1026,204,,
PUD2,11:22:00,11:22:00,G-1141,205,,
PUD2,11:23:00,11:23:00,G-1235,206,,
PUD2,11:24:00,11:24:00,GARDENS_SCHO,207,,
PUD2,11:25:00,11:25:00,G-3382,208,,
PUD2,11:26:00,11:26:00,G-3452,209,,
PUD2,11:27:00,11:27:00,G-3175,210,,
PUD2,11:28:00,11:28:00,G-3176,211,,
PUD2,11:29:00,11:29:00,G-3045,212,,
PUD2,11:30:00,11:30:00,G-3106,213,,
PUD2,11:31:00,11:31:00,BUILDING_18_1,214,,
PUD2,11:32:00,11:32:00,BUILDING_14_1,215,,
PUD2,11:34:00,11:34:00,BUILDING_16,216,,
PUD2,11:36:00,11:36:00,CLINIC,217,,
PUD2,11:38:00,11:38:00,,218,,
PUD2,11:41:00,11:41:00,,219,,
PUD2,11:43:00,11:43:00,,220,,
RED2,11:15:00,11:15:00,TAMIMI,181,,
RED2,11:17:00,11:17:00,G-3612,182,,
RED2,11:18:00,11:18:00,G-3655,183,,
RED2,11:19:00,11:19:00,G-3640,184,,
RED2,11:20:00,11:20:00,G-1616,185,,
RED2,11:21:00,11:21:00,G-1626,186,,
RED2,11:22:00,11:22:00,G-1840,187,,
RED2,11:23:00,11:23:00,G-2134,188,,
RED2,11:24:00,11:24:00,G-1881,189,,
RED2,11:25:00,11:25:00,G-1769,190,,
RED2,11:26:00,11:26:00,G-1553,191,,
RED2,11:27:00,11:27:00,GES,192,,
RED2,11:28:00,11:28:00,G-1531,193,,
RED2,11:29:00,11:29:00,G-1507,194,,
RED2,11:30:00,11:30:00,G-3522,195,,
RED2,11:31:00,11:31:00,G-3621,196,,
RED2,11:33:00,11:33:00,CLINIC,197,,
RED2,11:35:00,11:35:00,BUILDING_16,198,,
RED2,11:38:00,11:38:00,BUILDING_14_1,199,,
RED2,11:40:00,11:40:00,BUILDING_18_1,200,,
CAE1,11:15:00,11:15:00,TAMIMI,96,,
CAE1,11:17:00,11:17:00,CLINIC_1,97,,
CAE1,11:20:00,11:20:00,BUILDING_16,98,,
CAE1,11:23:00,11:23:00,BUILDING_14,99,,
CAE1,11:25:00,11:25:00,BUILDING_18,100,,
BLD1,11:20:00,11:20:00,TAMIMI,221,,
BLD1,11:21:00,11:21:00,HARBOR_EAST,222,,
BLD1,11:22:00,11:22:00,G-3961,223,,
BLD1,11:23:00,11:23:00,HRC,224,,
BLD1,11:24:00,11:24:00,H-4207A,225,,
BLD1,11:26:00,11:26:00,I-5231,226,,
BLD1,11:27:00,11:27:00,I-5244,227,,
BLD1,11:28:00,11:28:00,I-5318,228,,
BLD1,11:29:00,11:29:00,I-5551,229,,
BLD1,11:30:00,11:30:00,I-5567,230,,
BLD1,11:31:00,11:31:00,OASIS,231,,
BLD1,11:32:00,11:32:00,I-5748,232,,
BLD1,11:33:00,11:33:00,I-5764,233,,
BLD1,11:34:00,11:34:00,AL_MARSA,234,,
BLD1,11:35:00,11:35:00,H-4104,235,,
BLD1,11:36:00,11:36:00,H-4113A,236,,
BLD1,11:37:00,11:37:00,H-4119,237,,
BLD1,11:38:00,11:38:00,GRAND_MOSQUE,238,,
BLD1,11:40:00,11:40:00,BUILDING_18_1,239,,
BLD1,11:42:00,11:42:00,BUILDING_14_1,240,,
BLD1,11:45:00,11:45:00,BUILDING_16,241,,
BLD1,11:47:00,11:47:00,CLINIC,242,,
ORD1,11:25:00,11:25:00,TAMIMI,201,,
ORD1,11:27:00,11:27:00,HES,202,,
ORD1,11:28:00,11:28:00,I-5202,203,,
ORD1,11:29:00,11:29:00,I-5511,204,,
ORD1,11:30:00,11:30:00,I-5605,205,,
ORD1,11:32:00,11:32:00,I-522M,206,,
ORD1,11:33:00,11:33:00,I-535M,207,,
ORD1,11:34:00,11:34:00,I-548M,208,,
ORD1,11:35:00,11:35:00,IRC,209,,
ORD1,11:36:00,11:36:00,I-5716,210,,
ORD1,11:37:00,11:37:00,I-5732,211,,
ORD1,11:38:00,11:38:00,I-5630,212,,
ORD1,11:39:00,11:39:00,I-5614,213,,
ORD1,11:40:00,11:40:00,I-5529,214,,
ORD1,11:41:00,11:41:00,H-4206A,215,,
ORD1,11:42:00,11:42:00,KAUST_INN,216,,
ORD1,11:43:00,11:43:00,BUILDING_18_1,217,,
ORD1,11:45:00,11:45:00,BUILDING_14_1,218,,
ORD1,11:48:00,11:48:00,BUILDING_16,219,,
ORD1,11:50:00,11:50:00,CLINIC,220,,
GRD1,11:20:00,11:20:00,TAMIMI,211,,
GRD1,11:21:00,11:21:00,G-3727,212,,
GRD1,11:22:00,11:22:00,G-3749,213,,
GRD1,11:23:00,11:23:00,G-3770,214,,
GRD1,11:24:00,11:24:00,G-1811,215,,
GRD1,11:25:00,11:25:00,G-2307,216,,
GRD1,11:26:00,11:26:00,G-2323,217,,
GRD1,11:27:00,11:27:00,G-2341,218,,
GRD1,11:28:00,11:28:00,G-2357,219,,
GRD1,11:29:00,11:29:00,G-2237,220,,
GRD1,11:30:00,11:30:00,G-2141,221,,
GRD1,11:31:00,11:31:00,G-1749,222,,
GRD1,11:32:00,11:32:00,GSS,223,,
GRD1,11:33:00,11:33:00,G-1433,224,,
GRD1,11:34:00,11:34:00,G-1705,225,,
GRD1,11:35:00,11:35:00,G-3805,226,,
GRD1,11:36:00,11:36:00,G-3754,227,,
GRD1,11:38:00,11:38:00,CLINIC,228,,
GRD1,11:40:00,11:40:00,BUILDING_16,229,,
GRD1,11:43:00,11:43:00,BUILDING_14,230,,
GRD1,11:45:00,11:45:00,BUILDING_18,231,,
GYD1,11:25:00,11:25:00,TAMIMI,211,,
GYD1,11:26:00,11:26:00,G-3417,212,,
GYD1,11:27:00,11:27:00,G-3443,213,,
GYD1,11:29:00,11:29:00,G-1317,214,,
GYD1,11:30:00,11:30:00,G-1364,215,,
GYD1,11:31:00,11:31:00,G-1250,216,,
GYD1,11:32:00,11:32:00,G-1164,217,,
GYD1,11:33:00,11:33:00,G-1174,218,,
GYD1,11:34:00,11:34:00,G-2277,219,,
GYD1,11:35:00,11:35:00,G-2261,220,,
GYD1,11:36:00,11:36:00,G-2014,221,,
GYD1,11:37:00,11:37:00,G-1785,222,,
GYD1,11:38:00,11:38:00,G-1660,223,,
GYD1,11:39:00,11:39:00,G-1445,224,,
GYD1,11:40:00,11:40:00,G-1427,225,,
GYD1,11:41:00,11:41:00,G-3446,226,,
GYD1,11:42:00,11:42:00,G-3831,227,,
GYD1,11:44:00,11:44:00,CLINIC,228,,
GYD1,11:46:00,11:46:00,BUILDING_16,229,,
GYD1,11:49:00,11:49:00,BUILDING_14,230,,
GYD1,11:51:00,11:51:00,BUILDING_18,231,,
